user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_probability,estimated_remaining_months,revenue_at_risk,expected_revenue_at_risk,expected_remaining_ltv,risk_level,risk_category,recovery_probability,estimated_recoverable_revenue,recommended_action,intervention_cost,net_recoverable_value,roi_multiple,is_profitable_intervention
936,2024-03-10,Premium,699,20.2,4,1,27,51,No,0.484,8,2706.53,2706.53,2885.47,Medium Risk,Medium Risk,0.54,1461.53,Payment reminder & Priority billing assistance,35.0,1426.53,41.8,True
937,2024-06-21,Premium,699,3.9,1,1,27,13,Yes,0.4741,8,2651.17,2651.17,2940.83,Medium Risk,Medium Risk,0.7,1855.82,Payment reminder & Priority billing assistance,35.0,1820.82,53.0,True
938,2023-10-07,Standard,399,23.4,6,0,5,0,No,0.2644,6,632.97,632.97,1761.03,Low Risk,Low Risk,0.71,449.41,No action,0.0,449.41,449.4,False
939,2023-10-24,Standard,399,14.1,2,1,12,11,No,0.1947,6,466.11,466.11,1927.89,Low Risk,Low Risk,0.68,316.95,No action,0.0,316.95,317.0,False
940,2024-04-19,Premium,699,1.5,4,4,32,19,Yes,0.729,8,4076.57,4076.57,1515.43,High Risk,High Risk,0.13,529.95,Payment retry & Concierge billing call,65.0,464.95,8.2,True
941,2024-10-13,Basic,199,19.9,2,2,2,19,No,0.5252,4,418.06,418.06,377.94,Medium Risk,Medium Risk,0.52,217.39,Payment retry & Concierge billing call,65.0,152.39,3.3,True
942,2024-12-05,Standard,399,16.5,4,3,8,11,Yes,0.4959,6,1187.18,1187.18,1206.82,Medium Risk,Medium Risk,0.42,498.62,Payment retry & Concierge billing call,65.0,433.62,7.7,True
943,2024-01-06,Premium,699,1.2,4,3,16,4,Yes,0.8386,6,3517.09,3517.09,676.91,Critical Risk,Critical Risk,0.23,808.93,Payment retry & Concierge billing call,65.0,743.93,12.4,True
944,2024-12-11,Premium,699,14.4,4,5,31,43,Yes,0.8017,8,4483.11,4483.11,1108.89,Critical Risk,Critical Risk,0.05,224.16,Payment retry & Concierge billing call,65.0,159.16,3.4,True
945,2023-05-30,Basic,199,13.1,0,2,24,10,No,0.2187,8,348.17,348.17,1243.83,Low Risk,Low Risk,0.73,254.16,No action,0.0,254.16,254.2,False
946,2024-01-05,Standard,399,22.0,2,2,30,10,Yes,0.4759,8,1519.07,1519.07,1672.93,Medium Risk,Medium Risk,0.74,1124.11,Payment retry & Concierge billing call,65.0,1059.11,17.3,True
947,2024-06-10,Standard,399,1.7,4,4,23,40,Yes,0.9569,8,3054.42,3054.42,137.58,Critical Risk,Critical Risk,0.05,152.72,Payment retry & Concierge billing call,65.0,87.72,2.3,True
948,2024-12-02,Basic,199,19.2,2,4,12,20,No,0.6015,6,718.19,718.19,475.81,High Risk,High Risk,0.31,222.64,Payment retry & Concierge billing call,65.0,157.64,3.4,True
949,2023-05-28,Standard,399,17.3,5,0,18,34,No,0.3943,6,943.95,943.95,1450.05,Medium Risk,Medium Risk,0.57,538.05,Customer support follow-up,120.0,418.05,4.5,True
950,2023-06-16,Basic,199,13.2,5,3,9,26,Yes,0.769,6,918.19,918.19,275.81,High Risk,High Risk,0.11,101.0,Payment retry & Concierge billing call,65.0,36.0,1.6,True
951,2024-09-20,Basic,199,4.3,3,1,14,50,No,0.5568,6,664.82,664.82,529.18,Medium Risk,Medium Risk,0.42,279.22,Payment reminder,15.0,264.22,18.6,True
952,2024-03-03,Premium,699,21.2,8,5,34,48,No,0.7669,8,4288.5,4288.5,1303.5,High Risk,High Risk,0.05,214.42,Payment retry & Concierge billing call,65.0,149.42,3.3,True
953,2024-12-08,Standard,399,3.4,2,0,5,30,Yes,0.6187,6,1481.17,1481.17,912.83,High Risk,High Risk,0.55,814.64,Engagement campaign,10.0,804.64,81.5,True
954,2023-01-30,Standard,399,20.5,8,2,9,11,No,0.5737,6,1373.44,1373.44,1020.56,Medium Risk,Medium Risk,0.4,549.38,Payment retry & Concierge billing call,65.0,484.38,8.5,True
955,2023-08-03,Premium,699,5.9,2,5,8,14,Yes,0.4942,6,2072.67,2072.67,2121.33,Medium Risk,Medium Risk,0.2,414.53,Payment retry & Concierge billing call,65.0,349.53,6.4,True
956,2024-03-17,Basic,199,10.9,1,0,6,1,No,0.2073,6,247.52,247.52,946.48,Low Risk,Low Risk,0.79,195.54,No action,0.0,195.54,195.5,False
957,2023-09-17,Basic,199,3.1,8,4,13,3,Yes,0.9034,6,1078.66,1078.66,115.34,Critical Risk,Critical Risk,0.05,53.93,Payment retry & Concierge billing call,65.0,-11.07,0.8,False
958,2024-09-08,Basic,199,7.9,0,0,5,50,Yes,0.4214,6,503.15,503.15,690.85,Medium Risk,Medium Risk,0.6,301.89,Engagement campaign,10.0,291.89,30.2,True
959,2023-10-12,Basic,199,5.0,5,0,13,5,Yes,0.4872,6,581.72,581.72,612.28,Medium Risk,Medium Risk,0.65,378.12,Customer support follow-up,120.0,258.12,3.2,True
960,2024-08-06,Premium,699,9.1,8,5,23,39,Yes,0.8217,8,4594.95,4594.95,997.05,Critical Risk,Critical Risk,0.05,229.75,Payment retry & Concierge billing call,65.0,164.75,3.5,True
961,2023-10-16,Basic,199,20.6,0,4,7,13,No,0.371,6,442.97,442.97,751.03,Medium Risk,Medium Risk,0.53,234.77,Payment retry & Concierge billing call,65.0,169.77,3.6,True
962,2024-12-25,Basic,199,0.6,1,1,35,58,Yes,0.6449,8,1026.68,1026.68,565.32,High Risk,High Risk,0.47,482.54,Payment reminder,15.0,467.54,32.2,True
963,2023-07-05,Standard,399,17.6,2,3,24,43,No,0.527,8,1682.18,1682.18,1509.82,Medium Risk,Medium Risk,0.4,672.87,Payment retry & Concierge billing call,65.0,607.87,10.4,True
964,2023-11-18,Standard,399,10.9,8,1,25,26,Yes,0.6392,8,2040.33,2040.33,1151.67,High Risk,High Risk,0.37,754.92,Payment reminder & Priority billing assistance,35.0,719.92,21.6,True
965,2023-10-23,Basic,199,3.2,2,3,30,48,Yes,0.8583,8,1366.41,1366.41,225.59,Critical Risk,Critical Risk,0.13,177.63,Payment retry & Concierge billing call,65.0,112.63,2.7,True
966,2024-09-06,Premium,699,2.5,7,0,3,24,Yes,0.8175,4,2285.73,2285.73,510.27,Critical Risk,Critical Risk,0.22,502.86,Customer support follow-up,120.0,382.86,4.2,True
967,2024-03-14,Premium,699,17.3,7,1,20,35,Yes,0.4638,8,2593.57,2593.57,2998.43,Medium Risk,Medium Risk,0.39,1011.49,Payment reminder & Priority billing assistance,35.0,976.49,28.9,True
968,2024-11-21,Basic,199,22.4,7,5,5,23,Yes,0.7647,6,913.05,913.05,280.95,High Risk,High Risk,0.05,45.65,Payment retry & Concierge billing call,65.0,-19.35,0.7,False
969,2023-05-27,Standard,399,10.2,8,5,7,43,Yes,0.787,6,1884.08,1884.08,509.92,High Risk,High Risk,0.05,94.2,Payment retry & Concierge billing call,65.0,29.2,1.4,True
970,2023-06-22,Standard,399,17.5,1,5,26,59,No,0.6737,8,2150.45,2150.45,1041.55,High Risk,High Risk,0.24,516.11,Payment retry & Concierge billing call,65.0,451.11,7.9,True
971,2024-02-18,Basic,199,24.4,5,1,24,38,No,0.5298,8,843.44,843.44,748.56,Medium Risk,Medium Risk,0.54,455.46,Payment reminder,15.0,440.46,30.4,True
972,2024-08-18,Basic,199,21.0,7,2,15,48,Yes,0.7318,6,873.77,873.77,320.23,High Risk,High Risk,0.33,288.34,Payment retry & Concierge billing call,65.0,223.34,4.4,True
973,2024-02-19,Premium,699,19.0,6,2,18,30,Yes,0.862,6,3615.23,3615.23,578.77,Critical Risk,Critical Risk,0.31,1120.72,Payment retry & Concierge billing call,65.0,1055.72,17.2,True
974,2024-05-24,Standard,399,7.3,7,0,33,7,No,0.2092,8,667.77,667.77,2524.23,Low Risk,Low Risk,0.59,393.98,No action,0.0,393.98,394.0,False
975,2023-07-03,Basic,199,1.2,0,0,9,31,No,0.5319,6,635.09,635.09,558.91,Medium Risk,Medium Risk,0.53,336.6,Engagement campaign,10.0,326.6,33.7,True
976,2024-05-19,Standard,399,4.2,1,0,21,42,No,0.6766,8,2159.71,2159.71,1032.29,High Risk,High Risk,0.6,1295.83,Engagement campaign,10.0,1285.83,129.6,True
977,2023-12-18,Standard,399,7.7,7,3,13,32,Yes,0.7642,6,1829.49,1829.49,564.51,High Risk,High Risk,0.05,91.47,Payment retry & Concierge billing call,65.0,26.47,1.4,True
978,2024-01-28,Premium,699,0.9,0,3,35,56,No,0.5008,8,2800.47,2800.47,2791.53,Medium Risk,Medium Risk,0.31,868.15,Payment retry & Concierge billing call,65.0,803.15,13.4,True
979,2024-07-24,Standard,399,21.4,7,3,21,2,Yes,0.7156,8,2284.2,2284.2,907.8,High Risk,High Risk,0.43,982.21,Payment retry & Concierge billing call,65.0,917.21,15.1,True
980,2024-02-03,Premium,699,22.2,2,3,20,27,Yes,0.7365,8,4118.51,4118.51,1473.49,High Risk,High Risk,0.52,2141.63,Payment retry & Concierge billing call,65.0,2076.63,32.9,True
981,2024-08-08,Standard,399,14.4,7,5,8,35,Yes,0.8142,6,1949.19,1949.19,444.81,Critical Risk,Critical Risk,0.05,97.46,Payment retry & Concierge billing call,65.0,32.46,1.5,True
982,2024-05-21,Standard,399,14.3,2,4,31,3,No,0.3891,8,1242.01,1242.01,1949.99,Medium Risk,Medium Risk,0.46,571.32,Payment retry & Concierge billing call,65.0,506.32,8.8,True
983,2024-08-27,Premium,699,15.6,5,2,25,20,Yes,0.4676,8,2614.82,2614.82,2977.18,Medium Risk,Medium Risk,0.44,1150.52,Payment retry & Concierge billing call,65.0,1085.52,17.7,True
984,2024-10-02,Basic,199,21.0,5,5,9,37,Yes,0.8182,6,976.93,976.93,217.07,Critical Risk,Critical Risk,0.05,48.85,Payment retry & Concierge billing call,65.0,-16.15,0.8,False
985,2024-11-08,Standard,399,2.9,5,2,25,26,Yes,0.9157,8,2922.91,2922.91,269.09,Critical Risk,Critical Risk,0.19,555.35,Payment retry & Concierge billing call,65.0,490.35,8.5,True
986,2023-03-09,Basic,199,6.2,4,4,16,5,No,0.4363,6,520.94,520.94,673.06,Medium Risk,Medium Risk,0.3,156.28,Payment retry & Concierge billing call,65.0,91.28,2.4,True
987,2024-11-04,Standard,399,8.8,0,4,8,20,Yes,0.5275,6,1262.84,1262.84,1131.16,Medium Risk,Medium Risk,0.29,366.22,Payment retry & Concierge billing call,65.0,301.22,5.6,True
988,2023-01-23,Standard,399,22.6,4,0,33,44,Yes,0.7754,8,2475.08,2475.08,716.92,High Risk,High Risk,0.55,1361.29,Customer support follow-up,120.0,1241.29,11.3,True
989,2023-04-13,Standard,399,14.5,5,4,25,6,No,0.5816,8,1856.47,1856.47,1335.53,Medium Risk,Medium Risk,0.34,631.2,Payment retry & Concierge billing call,65.0,566.2,9.7,True
990,2023-11-03,Premium,699,8.7,8,5,14,21,Yes,0.816,6,3422.3,3422.3,771.7,Critical Risk,Critical Risk,0.05,171.12,Payment retry & Concierge billing call,65.0,106.12,2.6,True
991,2023-02-18,Standard,399,5.4,1,4,28,13,Yes,0.3866,8,1234.03,1234.03,1957.97,Medium Risk,Medium Risk,0.41,505.95,Payment retry & Concierge billing call,65.0,440.95,7.8,True
992,2024-08-29,Standard,399,20.2,1,5,26,54,Yes,0.5874,8,1874.98,1874.98,1317.02,Medium Risk,Medium Risk,0.26,487.49,Payment retry & Concierge billing call,65.0,422.49,7.5,True
993,2023-03-20,Standard,399,2.1,8,3,18,27,Yes,0.9858,6,2360.01,2360.01,33.99,Critical Risk,Critical Risk,0.05,118.0,Payment retry & Concierge billing call,65.0,53.0,1.8,True
994,2023-07-24,Premium,699,12.9,4,3,20,42,Yes,0.7019,8,3925.02,3925.02,1666.98,High Risk,High Risk,0.27,1059.76,Payment retry & Concierge billing call,65.0,994.76,16.3,True
995,2023-07-04,Standard,399,6.7,8,3,26,42,No,0.7744,8,2471.88,2471.88,720.12,High Risk,High Risk,0.05,123.59,Payment retry & Concierge billing call,65.0,58.59,1.9,True
996,2024-04-23,Basic,199,21.6,7,1,34,42,No,0.3928,8,625.34,625.34,966.66,Medium Risk,Medium Risk,0.44,275.15,Payment reminder,15.0,260.15,18.3,True
997,2024-06-18,Standard,399,20.3,6,4,35,46,Yes,0.832,8,2655.74,2655.74,536.26,Critical Risk,Critical Risk,0.05,132.79,Payment retry & Concierge billing call,65.0,67.79,2.0,True
998,2023-11-04,Basic,199,11.8,3,1,24,47,No,0.3143,8,500.37,500.37,1091.63,Low Risk,Low Risk,0.5,250.18,No action,0.0,250.18,250.2,False
999,2023-10-01,Standard,399,8.3,1,5,27,13,No,0.3978,8,1269.78,1269.78,1922.22,Medium Risk,Medium Risk,0.34,431.73,Payment retry & Concierge billing call,65.0,366.73,6.6,True
1000,2023-07-16,Standard,399,6.8,3,3,11,15,Yes,0.4561,6,1091.9,1091.9,1302.1,Medium Risk,Medium Risk,0.25,272.98,Payment retry & Concierge billing call,65.0,207.98,4.2,True
1001,2024-03-22,Basic,199,20.0,4,3,16,31,Yes,0.7317,6,873.65,873.65,320.35,High Risk,High Risk,0.34,297.04,Payment retry & Concierge billing call,65.0,232.04,4.6,True
1002,2023-10-12,Standard,399,5.4,4,1,3,1,No,0.1083,4,172.85,172.85,1423.15,Low Risk,Low Risk,0.51,88.15,No action,0.0,88.15,88.2,False
1003,2023-02-26,Premium,699,4.8,0,5,36,31,Yes,0.9333,8,5219.01,5219.01,372.99,Critical Risk,Critical Risk,0.05,260.95,Payment retry & Concierge billing call,65.0,195.95,4.0,True
1004,2024-11-04,Basic,199,15.2,1,3,21,57,Yes,0.7316,8,1164.71,1164.71,427.29,High Risk,High Risk,0.41,477.53,Payment retry & Concierge billing call,65.0,412.53,7.3,True
1005,2024-05-27,Basic,199,23.6,2,1,26,7,No,0.4292,8,683.29,683.29,908.71,Medium Risk,Medium Risk,0.86,587.63,Payment reminder,15.0,572.63,39.2,True
1006,2023-09-01,Basic,199,16.8,8,2,34,31,No,0.4059,8,646.19,646.19,945.81,Medium Risk,Medium Risk,0.25,161.55,Payment retry & Concierge billing call,65.0,96.55,2.5,True
1007,2024-02-04,Premium,699,19.4,5,2,8,53,Yes,0.7914,6,3319.13,3319.13,874.87,High Risk,High Risk,0.19,630.63,Payment retry & Concierge billing call,65.0,565.63,9.7,True
1008,2023-10-09,Premium,699,23.4,3,1,16,6,No,0.1823,6,764.57,764.57,3429.43,Low Risk,Low Risk,0.81,619.3,No action,0.0,619.3,619.3,False
1009,2023-04-26,Standard,399,6.7,0,3,27,34,Yes,0.6066,8,1936.27,1936.27,1255.73,High Risk,High Risk,0.37,716.42,Payment retry & Concierge billing call,65.0,651.42,11.0,True
1010,2023-05-29,Standard,399,10.9,3,2,35,56,No,0.5077,8,1620.58,1620.58,1571.42,Medium Risk,Medium Risk,0.39,632.03,Payment retry & Concierge billing call,65.0,567.03,9.7,True
1011,2024-09-12,Standard,399,18.0,4,0,31,41,No,0.4126,8,1317.02,1317.02,1874.98,Medium Risk,Medium Risk,0.62,816.55,Customer support follow-up,120.0,696.55,6.8,True
1012,2024-10-16,Basic,199,17.4,3,2,4,35,Yes,0.6015,4,478.79,478.79,317.21,High Risk,High Risk,0.37,177.15,Payment retry & Concierge billing call,65.0,112.15,2.7,True
1013,2024-03-29,Premium,699,22.6,1,4,24,55,Yes,0.6589,8,3684.57,3684.57,1907.43,High Risk,High Risk,0.39,1436.98,Payment retry & Concierge billing call,65.0,1371.98,22.1,True
1014,2023-08-30,Standard,399,22.8,6,2,1,19,Yes,0.8565,4,1366.97,1366.97,229.03,Critical Risk,Critical Risk,0.27,369.08,Payment retry & Concierge billing call,65.0,304.08,5.7,True
1015,2024-10-21,Standard,399,21.6,2,3,14,40,Yes,0.664,6,1589.62,1589.62,804.38,High Risk,High Risk,0.44,699.43,Payment retry & Concierge billing call,65.0,634.43,10.8,True
1016,2023-12-07,Standard,399,7.2,1,3,3,30,No,0.5475,4,873.81,873.81,722.19,Medium Risk,Medium Risk,0.33,288.36,Payment retry & Concierge billing call,65.0,223.36,4.4,True
1017,2023-03-09,Premium,699,22.0,1,1,28,44,Yes,0.5219,8,2918.46,2918.46,2673.54,Medium Risk,Medium Risk,0.68,1984.55,Payment reminder & Priority billing assistance,35.0,1949.55,56.7,True
1018,2023-01-29,Standard,399,15.3,8,5,27,20,Yes,0.7024,8,2242.06,2242.06,949.94,High Risk,High Risk,0.05,112.1,Payment retry & Concierge billing call,65.0,47.1,1.7,True
1019,2023-11-09,Basic,199,15.9,2,0,12,25,Yes,0.3607,6,430.68,430.68,763.32,Medium Risk,Medium Risk,0.68,292.86,Engagement campaign,10.0,282.86,29.3,True
1020,2024-10-26,Standard,399,3.2,3,4,6,45,No,0.7625,6,1825.42,1825.42,568.58,High Risk,High Risk,0.05,91.27,Payment retry & Concierge billing call,65.0,26.27,1.4,True
1021,2023-05-17,Basic,199,19.9,5,3,27,30,No,0.7239,8,1152.45,1152.45,439.55,High Risk,High Risk,0.38,437.93,Payment retry & Concierge billing call,65.0,372.93,6.7,True
1022,2024-01-12,Standard,399,17.3,5,2,12,12,Yes,0.5359,6,1282.94,1282.94,1111.06,Medium Risk,Medium Risk,0.49,628.64,Payment retry & Concierge billing call,65.0,563.64,9.7,True
1023,2024-07-25,Basic,199,22.0,3,0,26,60,Yes,0.5364,8,853.95,853.95,738.05,Medium Risk,Medium Risk,0.7,597.76,Customer support follow-up,120.0,477.76,5.0,True
1024,2023-06-22,Premium,699,22.7,7,1,15,16,No,0.2734,6,1146.64,1146.64,3047.36,Low Risk,Low Risk,0.53,607.72,No action,0.0,607.72,607.7,False
1025,2023-06-24,Basic,199,15.6,4,1,26,5,No,0.2072,8,329.86,329.86,1262.14,Low Risk,Low Risk,0.7,230.9,No action,0.0,230.9,230.9,False
1026,2024-04-09,Premium,699,0.8,8,3,8,49,Yes,0.9897,6,4150.8,4150.8,43.2,Critical Risk,Critical Risk,0.05,207.54,Payment retry & Concierge billing call,65.0,142.54,3.2,True
1027,2023-09-30,Premium,699,3.4,3,1,32,60,No,0.5159,8,2884.91,2884.91,2707.09,Medium Risk,Medium Risk,0.41,1182.81,Payment reminder & Priority billing assistance,35.0,1147.81,33.8,True
1028,2023-10-17,Standard,399,9.9,6,1,32,38,Yes,0.5607,8,1789.75,1789.75,1402.25,Medium Risk,Medium Risk,0.36,644.31,Payment reminder & Priority billing assistance,35.0,609.31,18.4,True
1029,2023-09-26,Premium,699,10.7,6,1,13,1,No,0.2563,6,1074.92,1074.92,3119.08,Low Risk,Low Risk,0.57,612.7,No action,0.0,612.7,612.7,False
1030,2023-03-29,Basic,199,22.7,5,4,29,43,Yes,0.8702,8,1385.36,1385.36,206.64,Critical Risk,Critical Risk,0.11,152.39,Payment retry & Concierge billing call,65.0,87.39,2.3,True
1031,2024-12-31,Basic,199,3.8,5,5,31,25,Yes,0.9083,8,1446.01,1446.01,145.99,Critical Risk,Critical Risk,0.05,72.3,Payment retry & Concierge billing call,65.0,7.3,1.1,True
1032,2023-02-23,Standard,399,18.5,4,0,28,6,No,0.1171,8,373.78,373.78,2818.22,Low Risk,Low Risk,0.82,306.5,No action,0.0,306.5,306.5,False
1033,2024-09-04,Standard,399,12.0,5,4,16,60,Yes,0.7976,6,1909.45,1909.45,484.55,High Risk,High Risk,0.05,95.47,Payment retry & Concierge billing call,65.0,30.47,1.5,True
1034,2024-02-09,Premium,699,0.6,8,4,3,24,Yes,0.9887,4,2764.41,2764.41,31.59,Critical Risk,Critical Risk,0.05,138.22,Payment retry & Concierge billing call,65.0,73.22,2.1,True
1035,2023-06-23,Premium,699,3.7,8,0,24,37,Yes,0.724,8,4048.61,4048.61,1543.39,High Risk,High Risk,0.32,1295.56,Customer support follow-up,120.0,1175.56,10.8,True
1036,2024-06-27,Premium,699,23.3,7,1,32,5,No,0.3818,8,2135.03,2135.03,3456.97,Medium Risk,Medium Risk,0.65,1387.77,Payment reminder & Priority billing assistance,35.0,1352.77,39.7,True
1037,2023-10-15,Standard,399,6.9,5,0,10,8,No,0.141,6,337.55,337.55,2056.45,Low Risk,Low Risk,0.59,199.15,No action,0.0,199.15,199.2,False
1038,2023-09-28,Premium,699,23.2,4,2,24,39,No,0.5188,8,2901.13,2901.13,2690.87,Medium Risk,Medium Risk,0.47,1363.53,Payment retry & Concierge billing call,65.0,1298.53,21.0,True
1039,2023-06-04,Premium,699,11.2,2,2,21,47,No,0.5006,8,2799.36,2799.36,2792.64,Medium Risk,Medium Risk,0.43,1203.72,Payment retry & Concierge billing call,65.0,1138.72,18.5,True
1040,2024-04-26,Premium,699,1.8,2,0,29,14,Yes,0.5993,8,3351.29,3351.29,2240.71,Medium Risk,Medium Risk,0.74,2479.95,Engagement campaign,10.0,2469.95,248.0,True
1041,2023-02-11,Standard,399,17.8,6,0,11,57,No,0.4221,6,1010.51,1010.51,1383.49,Medium Risk,Medium Risk,0.46,464.83,Customer support follow-up,120.0,344.83,3.9,True
1042,2023-06-01,Standard,399,24.7,8,3,23,29,Yes,0.8257,8,2635.63,2635.63,556.37,Critical Risk,Critical Risk,0.19,500.77,Payment retry & Concierge billing call,65.0,435.77,7.7,True
1043,2024-06-04,Basic,199,2.8,4,1,23,53,Yes,0.7477,8,1190.34,1190.34,401.66,High Risk,High Risk,0.37,440.43,Payment reminder,15.0,425.43,29.4,True
1044,2024-03-02,Standard,399,14.8,0,4,14,49,Yes,0.5894,6,1411.02,1411.02,982.98,Medium Risk,Medium Risk,0.35,493.86,Payment retry & Concierge billing call,65.0,428.86,7.6,True
1045,2024-11-27,Basic,199,19.3,1,2,16,1,Yes,0.5167,6,616.94,616.94,577.06,Medium Risk,Medium Risk,0.75,462.71,Payment retry & Concierge billing call,65.0,397.71,7.1,True
1046,2024-04-16,Basic,199,9.7,1,2,26,9,Yes,0.3985,8,634.41,634.41,957.59,Medium Risk,Medium Risk,0.66,418.71,Payment retry & Concierge billing call,65.0,353.71,6.4,True
1047,2023-02-14,Premium,699,11.6,4,4,31,42,Yes,0.8041,8,4496.53,4496.53,1095.47,Critical Risk,Critical Risk,0.05,224.83,Payment retry & Concierge billing call,65.0,159.83,3.5,True
1048,2024-10-21,Premium,699,8.5,2,1,29,55,Yes,0.2887,8,1614.41,1614.41,3977.59,Low Risk,Low Risk,0.5,807.2,No action,0.0,807.2,807.2,False
1049,2023-04-05,Standard,399,20.1,1,4,21,60,No,0.6352,8,2027.56,2027.56,1164.44,High Risk,High Risk,0.36,729.92,Payment retry & Concierge billing call,65.0,664.92,11.2,True
1050,2023-06-16,Standard,399,4.9,6,0,17,1,No,0.3187,6,762.97,762.97,1631.03,Low Risk,Low Risk,0.61,465.41,No action,0.0,465.41,465.4,False
1051,2024-03-18,Standard,399,7.5,2,0,26,19,No,0.1525,8,486.78,486.78,2705.22,Low Risk,Low Risk,0.68,331.01,No action,0.0,331.01,331.0,False
1052,2024-01-12,Premium,699,22.6,2,2,20,42,Yes,0.6842,8,3826.05,3826.05,1765.95,High Risk,High Risk,0.55,2104.33,Payment retry & Concierge billing call,65.0,2039.33,32.4,True
1053,2024-03-09,Premium,699,12.5,6,3,13,17,No,0.5309,6,2226.59,2226.59,1967.41,Medium Risk,Medium Risk,0.26,578.91,Payment retry & Concierge billing call,65.0,513.91,8.9,True
1054,2023-02-11,Basic,199,20.4,2,3,28,40,Yes,0.7175,8,1142.26,1142.26,449.74,High Risk,High Risk,0.42,479.75,Payment retry & Concierge billing call,65.0,414.75,7.4,True
1055,2024-05-22,Premium,699,24.3,3,5,22,43,No,0.4729,8,2644.46,2644.46,2947.54,Medium Risk,Medium Risk,0.22,581.78,Payment retry & Concierge billing call,65.0,516.78,9.0,True
1056,2024-05-04,Premium,699,2.6,7,3,34,5,No,0.623,8,3483.82,3483.82,2108.18,High Risk,High Risk,0.25,870.96,Payment retry & Concierge billing call,65.0,805.96,13.4,True
1057,2024-08-05,Standard,399,24.6,4,1,10,33,Yes,0.5269,6,1261.4,1261.4,1132.6,Medium Risk,Medium Risk,0.51,643.31,Payment reminder & Priority billing assistance,35.0,608.31,18.4,True
1058,2024-02-27,Basic,199,2.4,0,4,36,6,Yes,0.7489,8,1192.25,1192.25,399.75,High Risk,High Risk,0.42,500.74,Payment retry & Concierge billing call,65.0,435.74,7.7,True
1059,2024-05-30,Basic,199,16.7,4,2,30,16,No,0.3243,8,516.29,516.29,1075.71,Low Risk,Low Risk,0.49,252.98,No action,0.0,252.98,253.0,False
1060,2024-02-07,Basic,199,18.6,7,1,8,50,Yes,0.6714,6,801.65,801.65,392.35,High Risk,High Risk,0.33,264.54,Payment reminder,15.0,249.54,17.6,True
1061,2024-11-17,Basic,199,10.7,4,2,6,37,Yes,0.6564,6,783.74,783.74,410.26,High Risk,High Risk,0.27,211.61,Payment retry & Concierge billing call,65.0,146.61,3.3,True
1062,2024-09-10,Standard,399,8.9,2,1,17,11,Yes,0.1544,6,369.63,369.63,2024.37,Low Risk,Low Risk,0.71,262.44,No action,0.0,262.44,262.4,False
1063,2023-06-25,Standard,399,11.1,0,0,7,25,Yes,0.309,6,739.75,739.75,1654.25,Low Risk,Low Risk,0.71,525.22,No action,0.0,525.22,525.2,False
1064,2024-05-13,Premium,699,11.8,6,5,31,47,Yes,0.8207,8,4589.35,4589.35,1002.65,Critical Risk,Critical Risk,0.05,229.47,Payment retry & Concierge billing call,65.0,164.47,3.5,True
